"time","event","gene_id","strand","ES","EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
105,"SE","Solyc11g065320.2","-",48746893,48746970,"178,241,197","82,78,82","195,149,140","151,132,102",6.29380607419624e-06,0.17
105,"SE","Solyc11g065320.2","-",48746940,48746970,"46,52,60","82,78,82","46,33,25","151,132,102",8.68973878991894e-06,0.17
105,"SE","Solyc11g065320.2","-",48746893,48746985,"58,59,61","82,78,82","67,30,44","151,132,102",0.00080805242551183,0.13
105,"SE","Solyc11g065320.2","-",48746893,48746995,"58,59,61","82,78,82","65,30,45","151,132,102",0.000656700191154484,0.127
120,"SE","Solyc11g065320.2","-",48746893,48746970,"233,215,206","107,79,43","122,179,174","121,148,105",0.000188439158784457,0.209
120,"SE","Solyc11g065320.2","-",48746893,48746985,"80,76,70","107,79,43","51,53,58","121,148,105",0.000472006249389846,0.183
120,"SE","Solyc11g065320.2","-",48746893,48746950,"91,68,51","107,79,43","55,65,56","121,148,105",0.000553010954305645,0.154
90,"SE","Solyc11g150100.1","+",1038370,1038639,"0,0,0","6,10,9","2,5,4","2,8,2",1.48768784017264e-05,-0.357
105,"SE","Solyc11g150100.1","+",1038370,1038644,"0,0,0","2,5,3","31,16,5","2,3,0",4.19713729582971e-12,-0.871
70,"SE","Solyc12g007100.2","-",1545509,1545610,"325,227,276","9,0,4","260,230,211","29,15,22",4.90672543804578e-09,0.113
90,"SE","Solyc12g007100.2","-",1545509,1545610,"297,430,305","5,6,0","253,213,248","18,23,25",9.25037824116832e-13,0.118
105,"SE","Solyc12g007100.2","-",1545509,1545610,"266,274,293","5,2,8","240,205,233","31,12,20",5.18547783253359e-08,0.102
105,"SE","Solyc12g014220.3","+",5097960,5098107,"13,23,7","87,84,108","31,33,26","91,56,47",2.02896532255803e-05,-0.123
120,"SE","Solyc12g014220.3","+",5097960,5098107,"12,10,18","107,94,77","25,30,24","55,59,77",6.93665768152544e-05,-0.106
90,"SE","Solyc12g015630.2","-",5668008,5668078,"1,2,1","0,0,0","5,4,2","0,6,4",0.000118213557438541,0.478
90,"SE","Solyc12g015630.2","-",5668008,5668085,"1,2,1","0,0,0","5,4,4","0,6,4",0.000108471104416669,0.433
105,"SE","Solyc12g015630.2","-",5668008,5668226,"178,252,280","4,5,9","481,359,354","36,41,28",4.12737855077591e-06,0.104
120,"SE","Solyc12g015630.2","-",5668008,5668199,"11,6,10","6,0,0","1,19,0","9,48,40",1.38424796015144e-06,0.753
120,"SE","Solyc12g015630.2","-",5668008,5668246,"11,6,10","6,0,0","1,19,1","9,48,40",2.04393035392306e-06,0.749
120,"SE","Solyc12g015630.2","-",5668008,5668087,"13,10,13","6,0,0","8,23,5","9,48,40",4.18670489931316e-06,0.635
120,"SE","Solyc12g015630.2","-",5668175,5668246,"0,0,0","2,8,4","10,11,2","12,5,7",3.67573224495984e-06,-0.374
120,"SE","Solyc12g015630.2","-",5668008,5668226,"267,207,283","6,0,0","368,365,273","9,48,40",2.46216461852414e-11,0.146
120,"SE","Solyc12g015630.2","-",5668005,5668199,"464,348,404","6,0,0","491,521,343","9,48,40",2.76541610125386e-14,0.118
120,"SE","Solyc12g015630.2","-",5668005,5668246,"464,348,404","6,0,0","491,521,344","9,48,40",2.76541610125386e-14,0.118
120,"SE","Solyc12g015630.2","-",5668176,5668226,"247,193,259","6,0,0","363,334,263","9,48,40",3.05092662844847e-12,0.11
40,"SE","Solyc12g019740.2","+",11376860,11377243,"1,1,1","0,0,0","1,1,8","1,7,5",3.5003183079325e-09,0.719
40,"SE","Solyc12g019740.2","+",11376860,11377261,"1,1,1","0,0,0","1,1,8","1,7,5",3.5003183079325e-09,0.719
40,"SE","Solyc12g019740.2","+",11376860,11377211,"2,1,1","0,0,0","3,5,9","1,7,5",2.03219854277459e-07,0.554
50,"SE","Solyc12g019740.2","+",11376851,11377136,"6,2,6","0,0,0","5,3,3","0,3,8",0.00014431632388642,0.503
50,"SE","Solyc12g019740.2","+",11376851,11377211,"6,5,8","0,0,0","9,5,6","0,3,8",0.000240810267816384,0.424
50,"SE","Solyc12g019740.2","+",11376860,11377136,"4,6,1","0,0,0","13,11,3","0,3,8",0.000919275950120093,0.398
50,"SE","Solyc12g019740.2","+",11376860,11377243,"4,6,1","0,0,0","8,11,4","0,3,8",0.00067237652447275,0.384
50,"SE","Solyc12g019740.2","+",11376860,11377275,"4,6,3","0,0,0","8,13,4","0,3,8",0.000859071899449444,0.372
50,"SE","Solyc12g019740.2","+",11376860,11377211,"4,9,3","0,0,0","17,13,6","0,3,8",0.000934709928860031,0.348
70,"SE","Solyc12g019740.2","+",11376860,11377275,"2,3,9","0,0,0","3,3,12","0,9,6",5.7734972851894e-05,0.452
50,"SE","Solyc12g021280.2","-",15248459,15248806,"139,136,149","0,2,1","93,75,62","5,8,10",1.05905930624934e-06,0.158
70,"SE","Solyc12g021280.2","-",15248459,15248694,"99,89,93","2,0,0","98,75,98","10,3,16",1.04935524397585e-06,0.15
70,"SE","Solyc12g021280.2","-",15248459,15248806,"99,89,93","2,0,0","98,75,99","10,3,16",1.05884916203226e-06,0.149
80,"SE","Solyc12g021280.2","-",15248459,15248694,"127,122,126","0,1,4","72,83,60","4,8,8",0.000221442287407433,0.132
80,"SE","Solyc12g021280.2","-",15248459,15248806,"127,122,126","0,1,4","72,83,60","4,8,8",0.000221442287407433,0.132
90,"SE","Solyc12g021280.2","-",15248459,15248694,"97,168,111","0,0,0","88,87,71","5,12,7",5.28762064240924e-09,0.161
90,"SE","Solyc12g021280.2","-",15248459,15248806,"97,168,114","0,0,0","88,90,71","5,12,7",5.4169621373215e-09,0.159
90,"SE","Solyc12g021280.2","-",15248459,15248516,"97,163,111","0,0,0","88,86,68","5,12,7",2.41694525073035e-08,0.12
105,"SE","Solyc12g021280.2","-",15248433,15248708,"1,5,2","0,0,0","6,0,0","0,1,4",0.000880833008137128,0.667
105,"SE","Solyc12g021280.2","-",15248459,15248516,"104,127,112","0,0,0","71,76,57","18,8,9",7.85238998682058e-13,0.189
105,"SE","Solyc12g021280.2","-",15248433,15248708,"242,256,247","0,0,0","193,180,159","18,8,9",3.36657605253125e-11,0.114
120,"SE","Solyc12g021280.2","-",15248459,15248806,"162,114,111","0,1,2","74,90,65","14,10,18",1.18424877747279e-12,0.254
120,"SE","Solyc12g021280.2","-",15248308,15248708,"338,222,232","0,1,2","144,190,188","14,10,18",2.41983444775767e-12,0.131
120,"SE","Solyc12g021280.2","-",15248614,15248708,"338,222,232","0,1,2","144,192,186","14,10,18",5.84544317712386e-12,0.11
90,"SE","Solyc12g021360.3","+",16166785,16166854,"209,232,191","1,1,4","60,75,92","6,8,13",6.12159520282021e-09,0.13
105,"SE","Solyc12g021360.3","+",16171150,16171329,"3,6,0","0,0,1","1,0,2","10,6,2",0.00024072889086156,0.54
70,"SE","Solyc12g036220.3","+",44045834,44045865,"17,5,18","0,0,2","8,10,27","14,4,9",4.96081090244568e-05,0.391
70,"SE","Solyc12g036220.3","+",44045837,44045898,"45,43,47","0,0,2","23,43,51","14,4,9",6.39026871348489e-06,0.24
105,"SE","Solyc12g036220.3","+",44045837,44045898,"64,39,43","0,1,0","40,15,28","5,7,0",0.000459247448303361,0.171
120,"SE","Solyc12g036220.3","+",44045837,44045898,"69,34,48","6,2,1","44,23,50","12,11,13",7.6263863748788e-05,0.245
120,"SE","Solyc12g036220.3","+",44045834,44045898,"185,134,164","6,2,1","131,105,115","12,11,13",7.77033619918466e-06,0.104
40,"SE","Solyc12g040810.2","-",54953746,54953824,"106,91,93","0,3,0","113,72,99","6,12,6",0.000197282140671445,0.105
50,"SE","Solyc12g040810.2","-",54953746,54953824,"145,147,142","0,2,0","137,73,84","22,13,5",6.39804546791362e-11,0.158
90,"SE","Solyc12g040810.2","-",54953746,54953824,"135,151,124","3,1,5","104,98,122","14,4,20",4.23682375730772e-05,0.109
105,"SE","Solyc12g040810.2","-",54953778,54953880,"70,93,81","0,0,2","77,66,63","11,11,6",6.41521569614293e-08,0.17
70,"SE","Solyc12g044600.3","+",59279194,59279253,"24,7,15","17,11,17","11,11,3","61,44,30",2.46438715644061e-05,0.29
80,"SE","Solyc12g044600.3","+",59279194,59279258,"5,7,12","1,3,6","11,8,9","21,26,44",0.000256160869783144,0.47
120,"SE","Solyc12g044600.3","+",59279194,59279258,"11,12,6","6,5,11","13,11,10","47,66,44",0.000886181273896565,0.354
50,"SE","Solyc12g049580.2","-",60890959,60891049,"102,161,123","0,0,0","95,90,88","15,19,20",0,0.241
50,"SE","Solyc12g049580.2","-",60890907,60891049,"326,485,364","0,0,0","303,254,271","15,19,20",0,0.114
70,"SE","Solyc12g049580.2","-",60890959,60891049,"150,106,104","0,1,0","94,62,77","6,3,11",2.60882396925677e-06,0.112
80,"SE","Solyc12g049580.2","-",60890959,60891049,"104,109,119","0,0,0","88,88,95","14,11,5",3.88268128760932e-09,0.149
90,"SE","Solyc12g049580.2","-",60890959,60891049,"162,168,119","0,0,1","74,69,79","12,14,16",0,0.228
105,"SE","Solyc12g049580.2","-",60890959,60891049,"105,107,91","2,0,0","131,74,79","11,13,12",3.35933053316321e-09,0.168
120,"SE","Solyc12g049580.2","-",60890959,60891049,"108,92,138","0,0,0","73,67,69","20,21,12",0,0.286
120,"SE","Solyc12g049580.2","-",60890907,60891049,"391,295,407","0,0,0","204,191,251","20,21,12",0,0.141
90,"SE","Solyc12g056350.2","-",61903313,61903356,"57,71,50","0,0,0","24,44,30","3,4,3",0.000988456098151235,0.119
105,"SE","Solyc12g056350.2","-",61903313,61903370,"4,2,4","0,0,0","0,3,0","1,1,3",3.57238935570723e-05,0.772
15,"SE","Solyc12g088250.2","+",63278895,63279040,"1,2,3","0,3,7","3,4,4","0,0,0",0.000161518656081924,-0.523
50,"SE","Solyc12g088250.2","+",63279406,63279526,"119,152,109","51,58,54","112,106,121","104,74,117",0.000248345419190329,0.168
70,"SE","Solyc12g088250.2","+",63278404,63278594,"29,35,21","0,0,0","25,17,16","6,4,2",5.14813777250914e-06,0.281
70,"SE","Solyc12g088250.2","+",63278404,63278442,"24,35,20","0,0,0","20,14,14","6,4,2",1.25880117071814e-05,0.23
80,"SE","Solyc12g088250.2","+",63278416,63278804,"82,87,99","0,0,1","78,69,52","3,6,5",0.000211458507628989,0.12
90,"SE","Solyc12g088250.2","+",63278404,63278803,"21,52,43","0,0,3","40,23,21","12,11,5",3.77241425903241e-07,0.355
90,"SE","Solyc12g088250.2","+",63278404,63278442,"21,52,43","0,0,3","38,21,20","12,11,5",1.55132311995926e-07,0.28
90,"SE","Solyc12g088250.2","+",63278416,63278804,"78,158,112","0,0,3","94,91,97","12,11,5",5.30842299186689e-07,0.147
90,"SE","Solyc12g088250.2","+",63278507,63278804,"78,157,115","0,0,3","94,91,97","12,11,5",5.00778938983144e-07,0.147
105,"SE","Solyc12g088250.2","+",63279395,63279504,"104,123,124","26,47,53","140,92,78","143,71,69",3.02538597909704e-06,0.23
105,"SE","Solyc12g088250.2","+",63279395,63279526,"224,296,278","26,47,53","288,164,181","143,71,69",1.49489342657238e-10,0.225
105,"SE","Solyc12g088250.2","+",63278404,63278442,"30,29,31","0,0,0","38,20,23","6,4,7",1.52887084241253e-06,0.214
105,"SE","Solyc12g088250.2","+",63279395,63279423,"39,53,49","26,47,53","65,33,37","143,71,69",0.000282267485881629,0.205
105,"SE","Solyc12g088250.2","+",63278416,63278804,"68,72,95","0,0,0","174,76,64","6,4,7",0.000109631780249674,0.113
105,"SE","Solyc12g088250.2","+",63278422,63278804,"68,72,95","0,0,0","174,76,64","6,4,7",0.000109631780249674,0.113
120,"SE","Solyc12g088250.2","+",63278404,63278442,"50,20,31","0,1,2","27,23,26","6,1,13",0.000430611517095938,0.174
120,"SE","Solyc12g088250.2","+",63278416,63278804,"93,58,98","0,1,2","62,90,90","6,1,13",0.000379265120790061,0.112
120,"SE","Solyc12g088250.2","+",63278507,63278804,"95,58,98","0,1,2","62,90,90","6,1,13",0.000360224671828094,0.112
25,"SE","Solyc12g088750.2","+",63569934,63570136,"15,4,3","0,0,0","2,4,0","3,1,2",8.7672701973237e-05,0.694
50,"SE","Solyc12g088750.2","+",63569934,63570136,"3,2,10","0,0,0","7,4,0","9,2,9",1.74480788864713e-09,0.74
90,"SE","Solyc12g088750.2","+",63569934,63570160,"254,364,223","0,0,0","200,182,228","13,7,23",3.24363912353069e-13,0.118
105,"SE","Solyc12g088750.2","+",63569934,63570160,"235,319,289","0,0,0","152,186,166","7,10,14",1.11882788981097e-10,0.108
120,"SE","Solyc12g088750.2","+",63569934,63570160,"332,260,313","1,0,0","176,193,210","7,11,22",1.22960820269737e-12,0.114
120,"SE","Solyc12g088750.2","+",63569950,63570136,"380,316,288","1,0,0","205,201,200","7,11,22",1.41747328160728e-12,0.113
80,"SE","Solyc12g097030.2","+",65211839,65211893,"135,154,131","1,0,2","132,96,117","6,16,10",3.60101182280962e-07,0.106
105,"SE","Solyc12g097030.2","+",65211693,65211908,"249,194,208","0,0,0","247,165,176","10,28,10",5.83196556889609e-12,0.143
120,"SE","Solyc12g097030.2","+",65212764,65212860,"6,1,4","0,0,0","4,0,0","0,1,9",0.00014562045309383,0.667
10,"SE","lnc_RNA:Solyc05r027730.1","+",58366166,58366606,"109,128,84","0,0,0","145,141,83","0,11,11",0.000143258700852132,0.115
15,"SE","lnc_RNA:Solyc05r027730.1","+",58366166,58366606,"114,73,112","0,0,0","78,97,110","0,14,7",8.57545093524594e-05,0.112
105,"SE","lnc_RNA:Solyc06r028720.1","-",724461,724807,"7,3,0","8,6,7","0,0,0","17,9,13",0.000491561466710198,0.168
120,"SE","lnc_RNA:Solyc06r028720.1","-",724061,724143,"18,21,22","3,7,6","2,2,4","2,7,9",0.000216120299658619,0.462
120,"SE","lnc_RNA:Solyc06r028720.1","-",724061,724143,"17,5,8","8,4,8","2,1,0","10,7,5",2.57683356132408e-05,0.406
105,"SE","lnc_RNA:Solyc12r054770.1","-",1573074,1573116,"3,0,0","4,4,2","3,1,3","1,0,0",2.31229798197281e-06,-0.777
105,"SE","lnc_RNA:Solyc12r054770.1","-",1573074,1573283,"0,1,0","4,4,2","1,3,1","1,0,0",2.54133026763255e-05,-0.741
105,"SE","lnc_RNA:Solyc12r054770.1","-",1572979,1573089,"9,12,11","4,4,2","12,4,3","1,0,0",0.000924588607773268,-0.305
120,"SE","lnc_RNA:Solyc12r054770.1","-",1572979,1573089,"11,10,18","17,0,2","6,14,7","0,0,0",0.000904838178324846,-0.297
120,"SE","lnc_RNA:Solyc12r054770.1","-",1572979,1573116,"48,48,50","17,0,2","29,58,31","0,0,0",0.000332101823171216,-0.159
