"time","event","gene_id","strand","F_ES","F_EE","S_ES","S_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822362,55822692,"4,24,2","11,9,5","29,1,3","0,1,0",1.48102134571487e-05,-0.421
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822275,55822482,"31,29,15","25,0,64","6,18,13","0,0,0",1.13404593632461e-05,-0.419
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822422,"16,7,2","0,1,5","1,0,2","104,46,0",0.000493865195778322,0.419
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822392,55822602,"42,40,35","0,0,0","52,36,40","108,50,0",3.46308309206801e-07,0.419
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822602,"42,40,35","0,1,3","52,36,40","102,46,6",9.50320176030086e-08,0.417
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822575,55822782,"100,250,139","299,52,164","97,29,72","0,5,5",2.82816708529284e-07,-0.417
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822635,55822782,"100,259,138","299,52,164","97,29,72","0,5,5",3.62110581959024e-07,-0.415
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822455,55822782,"127,257,141","260,47,135","97,29,72","0,0,6",1.65134930977557e-09,-0.414
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822542,55822722,"10,8,3","11,9,5","10,1,3","0,1,0",2.77462888032048e-05,-0.413
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822515,55822542,"64,155,68","293,73,167","71,56,72","6,18,13",3.99263734171298e-06,-0.412
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822422,55822482,55822692,"0,1,2","40,2,17","4,1,5","0,5,5",0.000803744000119808,-0.41
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822662,55822815,55822842,"108,153,112","286,51,164","82,85,51","1,1,0",0,-0.408
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822542,55822542,55822782,"105,250,139","9,17,7","99,29,72","121,70,13",1.28938246589949e-06,0.406
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822662,55822722,55822782,"95,286,138","286,51,164","90,29,65","1,1,0",6.99514688597985e-12,-0.404
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822662,55822722,55822842,"160,299,162","286,51,164","120,123,101","1,1,0",0,-0.404
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822272,55822542,"9,36,7","11,9,5","19,24,13","0,1,0",1.00983566968414e-07,-0.401
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822692,55822722,"4,6,2","15,2,7","1,0,1","102,51,5",1.95043288719548e-06,0.399
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822455,55822782,"127,257,141","299,52,164","97,29,72","0,5,5",1.91695048737731e-07,-0.399
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822515,55822602,"108,234,126","260,49,132","157,153,103","12,0,1",1.84435799966105e-11,-0.397
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822602,"46,63,35","0,0,0","70,36,41","108,50,0",1.09625694395281e-07,0.396
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822263,55822575,55822722,"5,8,3","2,3,1","8,1,3","0,0,0",0.000200681044227499,-0.395
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822245,55822542,"0,15,3","4,0,7","26,1,76","0,1,0",0.000548000026676195,-0.394
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822482,55822782,"99,250,139","0,1,3","97,29,75","102,46,6",4.61679694474112e-12,0.392
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822542,55822662,55822782,"97,234,138","9,17,7","95,29,72","121,70,13",1.43443754523079e-06,0.392
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822422,55822782,"99,250,139","0,1,3","97,29,79","102,46,6",6.74662772131881e-12,0.391
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822542,55822782,"105,250,139","0,1,3","99,29,72","102,46,6",2.88975581052471e-12,0.391
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822692,55822815,55822842,"108,153,112","284,51,159","82,85,51","4,1,2",4.84143974911026e-14,-0.39
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822149,55822245,55822424,"0,0,0","21,32,34","26,0,75","23,16,15",9.56149783571379e-07,-0.389
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822722,55822842,"160,299,162","299,52,164","120,123,101","0,5,5",6.01928189831183e-11,-0.388
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822815,55822842,"108,153,112","299,52,164","82,85,51","0,5,5",3.5411673593439e-12,-0.388
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822692,55822722,55822842,"160,299,162","284,51,159","120,123,101","4,1,2",1.47548639972663e-12,-0.388
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822422,55822782,"99,250,139","0,0,0","97,29,79","108,50,0",7.5334299366372e-09,0.387
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822482,55822782,"99,250,139","0,0,0","97,29,75","108,50,0",7.02880602495534e-09,0.387
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822782,"99,250,139","0,1,3","104,29,72","102,46,6",3.04472766443709e-12,0.387
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822362,55822482,"8,18,5","1,0,2","3,6,7","6,4,8",5.02606998590557e-05,0.387
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822692,55822722,55822782,"95,286,138","284,51,159","90,29,65","4,1,2",1.14070833816911e-08,-0.387
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822722,55822815,55822842,"108,153,112","288,58,160","82,85,51","8,1,3",3.20499983940499e-12,-0.386
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822542,55822782,"105,250,139","0,0,0","99,29,72","108,50,0",6.24401416866601e-09,0.385
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822272,55822722,"4,27,3","11,9,5","8,1,3","0,1,0",0.000135051290815096,-0.385
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822755,55822842,"114,149,105","293,73,167","77,84,58","6,18,13",1.96857273941338e-07,-0.385
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822662,55822755,55822782,"93,219,135","286,51,164","88,28,64","1,1,0",3.58051366334281e-13,-0.385
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822332,55822482,"9,28,10","11,9,5","6,18,13","0,1,0",6.86294836879279e-07,-0.384
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822722,55822722,55822842,"160,299,162","288,58,160","120,123,101","8,1,3",7.06553830115449e-11,-0.383
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822392,55822782,"99,250,139","0,0,0","104,29,72","108,50,0",6.16691577627276e-09,0.381
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822542,55822692,55822782,"97,222,138","9,17,7","90,29,70","121,70,13",8.000619606819e-07,0.381
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822299,55822482,"9,29,10","11,9,5","6,18,13","0,1,0",7.9094697892592e-07,-0.381
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822305,55822482,"11,23,10","11,9,5","6,18,13","0,1,0",2.86730514970891e-07,-0.38
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822722,55822722,55822782,"95,286,138","288,58,160","90,29,65","8,1,3",4.89634661661787e-07,-0.38
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822542,55822782,"105,250,139","9,23,10","99,29,72","108,64,13",1.12637811483016e-05,0.378
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822482,55822692,"0,1,2","15,59,8","4,1,5","1,5,8",0.000306500594888949,-0.378
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822692,55822692,55822722,"4,6,2","4,24,2","1,0,1","29,1,3",0.000713580550439677,0.378
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822662,55822782,"97,234,138","0,1,3","95,29,72","102,46,6",2.11108054114477e-12,0.376
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822482,55822782,"99,250,139","9,23,10","97,29,75","108,64,13",1.71357255286445e-05,0.376
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822542,55822542,55822782,"105,250,139","9,17,7","99,29,72","45,24,87",0,0.374
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822542,55822662,55822722,"4,8,3","9,17,7","1,0,1","45,24,87",3.0151552582578e-09,0.374
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822662,55822782,"97,234,138","0,0,0","95,29,72","108,50,0",3.69533519525875e-09,0.372
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822722,55822782,"95,286,138","260,47,135","90,29,65","0,0,6",6.1942064214117e-09,-0.37
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822692,55822755,55822782,"93,219,135","284,51,159","88,28,64","4,1,2",5.42669618920442e-10,-0.37
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822782,"103,273,139","0,0,0","122,29,73","108,50,0",5.05335210203077e-09,0.368
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822722,55822842,"160,299,162","260,47,135","120,123,101","0,0,6",5.36031135090264e-13,-0.367
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822722,55822782,"95,286,138","299,52,164","90,29,65","0,5,5",3.68542789063773e-07,-0.366
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822362,55822542,"13,40,7","11,9,5","44,24,14","0,1,0",1.39880829229099e-08,-0.365
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822815,55822842,"108,153,112","260,47,135","82,85,51","0,0,6",3.38636222888078e-14,-0.365
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822722,55822755,55822782,"93,219,135","288,58,160","88,28,64","8,1,3",2.95902731575907e-08,-0.365
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822662,55822782,"97,234,138","9,23,10","95,29,72","108,64,13",1.23332799279585e-05,0.364
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822542,55822722,55822782,"95,221,139","9,17,7","90,29,65","121,70,13",1.9814794329236e-07,0.363
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822482,55822602,"131,163,122","319,265,128","144,176,103","71,112,1",3.31720086269545e-06,-0.362
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822515,55822782,"171,436,220","299,52,164","172,91,150","0,5,5",7.06557211519667e-10,-0.362
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822692,55822782,"97,222,138","0,1,3","90,29,70","102,46,6",7.7781813911486e-13,0.36
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822272,55822482,"9,42,10","11,9,5","6,18,13","0,1,0",3.24036862128696e-06,-0.36
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822362,55822482,55822602,"131,163,122","299,260,127","144,176,103","71,112,0",3.30672571778684e-06,-0.358
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822692,55822782,"97,222,138","0,0,0","90,29,70","108,50,0",1.62431379457866e-09,0.357
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822482,55822482,55822602,"131,163,122","300,259,122","144,176,103","69,112,0",3.99263734171298e-06,-0.357
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822542,55822662,55822782,"97,234,138","9,17,7","95,29,72","45,24,87",0,0.356
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822335,55822542,"9,17,32","11,9,5","19,24,20","0,1,0",3.58758250579771e-07,-0.354
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822692,55822782,"97,222,138","9,23,10","90,29,70","108,64,13",7.08272876334847e-06,0.353
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822542,55822662,55822722,"4,8,3","9,17,7","1,0,1","121,70,13",4.97819547931242e-10,0.353
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822755,55822782,"93,219,135","260,47,135","88,28,64","0,0,6",3.10821749291073e-10,-0.352
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822755,55822782,"93,219,135","299,52,164","88,28,64","0,5,5",2.30682305089138e-08,-0.352
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822392,55822515,55822782,"171,436,220","260,47,135","172,91,150","0,0,6",8.60700399837471e-12,-0.349
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822602,55822662,55822782,"97,234,138","42,40,35","95,29,72","147,82,40",1.99664290976073e-05,0.345
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822542,55822782,"105,250,139","15,2,7","99,29,72","102,51,5",2.68607665641371e-05,0.343
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822482,55822602,"131,163,122","299,262,122","144,176,103","81,112,1",1.56415521487108e-05,-0.343
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822482,55822782,"99,250,139","15,2,7","97,29,75","102,51,5",3.88966091596644e-05,0.342
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822422,55822782,"99,250,139","15,2,7","97,29,79","102,51,5",4.85867455914763e-05,0.341
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822542,55822755,55822782,"93,221,135","9,17,7","88,28,64","121,70,13",6.80451153158189e-08,0.341
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822602,55822692,55822782,"97,222,138","42,40,35","90,29,70","147,82,40",1.23723039162486e-05,0.341
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822722,55822842,"160,299,162","293,73,167","120,123,101","6,18,13",2.1672275505058e-06,-0.341
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822272,55822602,"42,59,35","25,0,64","45,36,40","0,0,0",8.98733389598962e-07,-0.34
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822299,55822602,"42,46,35","25,0,64","45,36,40","0,0,0",6.35035548586012e-07,-0.34
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822332,55822602,"42,45,35","25,0,64","45,36,40","0,0,0",6.16843515224259e-07,-0.34
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822392,55822602,"42,40,35","25,0,64","52,36,40","0,0,0",4.48645305419096e-07,-0.34
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822422,55822602,"42,40,35","25,0,64","45,36,47","0,0,0",4.48645305419096e-07,-0.34
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822815,55822842,"108,153,112","293,73,167","82,85,51","6,18,13",1.98184030025729e-07,-0.34
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822542,55822692,55822782,"97,222,138","9,17,7","90,29,70","45,24,87",0,0.339
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822722,55822782,"95,221,139","0,1,3","90,29,65","102,46,6",9.24931772962959e-14,0.338
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822722,55822782,"95,221,139","9,23,10","90,29,65","108,64,13",1.9932154217988e-06,0.337
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822392,55822422,55822722,"4,8,3","5,0,3","8,1,10","0,0,1",0.000921821865954894,-0.337
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822305,55822602,"44,40,35","25,0,64","45,36,40","0,0,0",5.82451198217938e-07,-0.336
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822392,55822422,"11,1,2","0,1,5","1,0,1","104,46,0",0.000133683090087129,0.336
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822722,55822782,"95,221,139","0,0,0","90,29,65","108,50,0",4.11139366995815e-10,0.335
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822245,55822392,"0,3,0","4,0,7","35,0,63","0,1,0",0.00011405370874106,-0.333
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822272,55822392,"0,9,0","4,0,7","12,0,1","0,1,0",0.000863086497962478,-0.333
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822299,55822392,"0,3,0","4,0,7","10,0,1","0,1,0",0.000314994671079504,-0.333
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822362,55822602,"46,63,35","25,0,64","70,36,41","0,0,0",6.93602771926552e-07,-0.333
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822263,55822362,55822392,"4,5,0","0,0,2","0,0,1","2,4,0",0.000332344194168291,0.333
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822263,55822362,55822422,"4,6,0","0,0,2","0,0,1","2,4,0",0.000231346165924021,0.333
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822602,55822722,55822782,"95,221,139","42,40,35","90,29,65","147,82,40",3.60022915220645e-06,0.333
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822392,55822422,55822722,"4,8,3","4,5,0","8,1,10","0,0,1",0.000469261740939855,-0.331
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822662,55822782,"97,234,138","15,2,7","95,29,72","102,51,5",2.19332721768051e-05,0.33
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822542,55822692,55822722,"4,6,2","9,17,7","1,0,1","121,70,13",5.78951772545664e-08,0.33
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822392,55822542,"9,17,7","299,260,125","26,24,13","69,112,6",8.76762409158992e-06,-0.33
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822542,55822755,55822842,"114,149,105","293,67,164","77,84,58","19,24,13",8.18878301745292e-05,-0.329
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822362,55822722,"8,31,3","11,9,5","33,1,4","0,1,0",3.94312420898825e-05,-0.327
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822422,55822422,55822722,"4,8,3","4,6,0","8,1,10","0,0,1",0.000373033097962595,-0.327
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822482,55822542,"0,15,2","1,0,0","0,1,4","102,46,0",0.000147714699162174,0.323
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822335,55822482,"9,23,35","11,9,5","6,18,20","0,1,0",5.63809595585696e-06,-0.322
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822392,55822542,55822692,"6,1,2","4,5,0","6,1,2","0,0,1",0.000768807632115639,-0.322
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822422,55822542,55822692,"6,1,2","4,6,0","6,1,2","0,0,1",0.000788440057728201,-0.322
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822542,55822722,55822782,"95,221,139","9,17,7","90,29,65","45,24,87",0,0.321
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822692,55822782,"97,222,138","15,2,7","90,29,70","102,51,5",9.55511378576471e-06,0.32
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822602,55822755,55822782,"93,221,135","42,40,35","88,28,64","147,82,40",2.63071079986389e-06,0.32
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822662,55822722,"4,8,3","9,23,10","1,0,1","32,18,87",6.28262886506404e-08,0.32
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822263,55822335,55822722,"4,8,28","11,9,5","8,1,10","0,1,0",0.000153930228958908,-0.318
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822542,55822662,55822722,"4,8,3","10,17,9","1,0,1","19,24,21",2.74651723668376e-06,0.318
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822755,55822782,"93,221,135","9,23,10","88,28,64","108,64,13",7.75923431435415e-07,0.316
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822542,55822782,"105,250,139","9,23,10","99,29,72","32,18,87",9.24364564060097e-10,0.315
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822305,55822362,55822424,"4,6,0","0,4,1","0,0,2","102,46,1",0.000718852427587035,0.313
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822422,55822542,"6,10,4","0,0,0","13,8,8","10,1,5",2.38601833098501e-06,0.312
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822755,55822782,"93,221,135","0,0,0","88,28,64","108,50,0",1.00113884427035e-10,0.311
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822755,55822782,"93,221,135","0,1,3","88,28,64","102,46,6",1.87789178147871e-14,0.311
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822422,55822455,55822602,"342,354,317","304,56,163","299,359,246","2,0,1",0,-0.311
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822482,55822782,"99,250,139","9,23,10","97,29,75","32,18,87",4.48786160033627e-10,0.311
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822482,55822542,"0,15,2","1,0,0","0,1,4","26,0,74",3.17501280238368e-05,0.309
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822515,55822782,"171,436,220","293,73,167","172,91,150","6,18,13",3.89808219605793e-05,-0.309
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822422,55822542,55822602,"30,38,45","39,37,156","70,91,21","44,24,8",9.3087550655699e-05,-0.306
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822602,55822662,55822782,"97,234,138","42,40,35","95,29,72","71,36,114",6.02074285522286e-09,0.306
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822392,55822482,55822722,"4,8,3","4,5,0","8,1,6","0,0,1",0.000526746403514561,-0.306
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822362,55822362,55822482,"5,11,0","0,1,5","1,0,1","104,46,0",0.000956052304427221,0.304
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822542,55822755,55822842,"114,151,105","9,17,7","77,84,58","121,70,13",2.4651317169915e-07,0.304
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822362,55822422,55822482,55822722,"4,8,3","4,6,0","8,1,6","0,0,1",0.000489219288288888,-0.304
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822482,55822662,55822722,"4,8,3","9,23,10","1,0,1","108,64,13",9.69048164209587e-09,0.303
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822692,55822722,"4,6,2","9,23,10","1,0,1","32,18,87",2.34555533830837e-06,0.303
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822422,55822722,55822782,"95,221,139","15,2,7","90,29,65","102,51,5",2.18823200638917e-06,0.302
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822362,55822482,55822602,"6,9,8","0,0,0","12,8,10","10,1,5",2.2831615732656e-06,0.302
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822602,55822692,55822782,"97,222,138","42,40,35","90,29,70","71,36,114",8.51162908922777e-10,0.3
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822263,55822275,55822602,"64,46,40","25,0,64","45,36,40","0,0,0",1.08529221264706e-06,-0.299
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822542,55822602,"30,38,45","1,0,0","70,91,21","26,0,74",5.78908892489592e-05,0.299
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822482,55822662,55822782,"97,234,138","9,23,10","95,29,72","32,18,87",6.85649731182112e-10,0.298
70,"MXE","lnc_RNA:Solyc04r022210.1","-",55822245,55822542,55822542,55822722,"10,8,3","9,17,7","10,1,3","45,24,87",0.0001576578603589,0.297
